100,0,20.75059886087089
100,1,20.091883270774993
100,2,19.360424482185238
100,3,17.62926259737986
100,4,16.41970537365119
100,5,14.965187294131743
100,6,14.08402094786882
100,7,13.819205764303605
100,8,12.023075969971245
100,9,10.801797823167693
100,10,8.762776928865822
100,11,8.762776928865822
100,12,8.046950319739281
100,13,7.315197117183679
100,14,6.194866972004984
100,15,5.325708639573101
100,16,4.910415373301468
100,17,4.146984240945297
100,18,3.7062653069567486
100,19,3.2706649573219946
100,20,2.812542580911608
100,21,2.6423629026496376
100,22,2.4927001747783035
100,23,1.9801486299388675
100,24,1.5233112206245392
100,25,1.1281719885708132
100,26,0.8108800550100494
100,27,0.5775749165000872
100,28,0.4298413807916899
100,29,0.3225645497747789
100,30,0.24641503450060798
100,31,0.16187074675721336
100,32,0.11558324215500493
100,33,0.09790595794282142
100,34,0.07764139237874845
100,35,0.053210101252450404
100,36,0.04778717106021135
100,37,0.032394692995368235
100,38,0.02462549494822186
100,39,0.020238611480284607
100,40,0.01699001050144533
100,41,0.012450394460775005
100,42,0.009348430468972158
100,43,0.00726881125812584
100,44,0.006547850186379822
100,45,0.0047583569044822305
100,46,0.004029945106932775
100,47,0.003031943708198259
100,48,0.0023101545200785445
100,49,0.0019565145930546812
100,50,0.0015760185634019486
100,51,0.0011516788773957565
100,52,0.0009142353846205431
100,53,0.00081490517331817
100,54,0.0005311255515718649
100,55,0.00043522348719848836
100,56,0.00037228447602233317
100,57,0.00030112570515017367
100,58,0.0002492668607065873
100,59,0.00017696426671820475
100,60,0.0001534533122513615
100,61,0.00011817696306382075
100,62,9.865863458147217e-05
100,63,8.416964222179857e-05
100,64,6.937367772907876e-05
100,65,5.2567163351557866e-05
100,66,3.999565933243687e-05
100,67,3.3384910498757137e-05
100,68,2.7770058121934227e-05
100,69,2.2400430669922144e-05
100,70,1.924510593953599e-05
100,71,1.3796649739550304e-05
100,72,1.3100333060567237e-05
100,73,9.887782657092004e-06
100,74,9.015170640669368e-06
100,75,7.509419102991188e-06
100,76,6.318860581888686e-06
100,77,4.607896198383088e-06
100,78,3.969770098866121e-06
100,79,3.584888329744018e-06
100,80,3.0578325938002138e-06
100,81,2.378999124363901e-06
100,82,2.15274752735084e-06
100,83,1.7182734528553567e-06
100,84,1.5354728231109505e-06
100,85,1.3790660386980846e-06
100,86,1.1769006893480594e-06
100,87,1.033524171578648e-06
100,88,8.280507839408813e-07
100,89,7.56869955598205e-07
100,90,6.625993020925591e-07
100,91,5.523906101423393e-07
100,92,4.680080221142191e-07
100,93,4.008695957402608e-07
100,94,3.538495296773192e-07
100,95,2.728302601617827e-07
100,96,2.5474357601140696e-07
100,97,2.1951497730654523e-07
100,98,1.9105411697140084e-07
100,99,1.6125130430921786e-07
100,100,1.395356439282125e-07
100,101,1.2850918951201606e-07
100,102,1.1306804781341384e-07
100,103,1.0167850250653032e-07
100,104,8.955369112939593e-08
100,105,7.80133722066978e-08
100,106,6.843586364269072e-08
100,107,5.938976999075862e-08
100,108,5.0959592545751775e-08
100,109,4.74268841976766e-08
100,110,4.0875502538284536e-08
100,111,3.676139614938734e-08
100,112,3.2933176630223215e-08
100,113,2.926520226154139e-08
100,114,2.631903628369514e-08
100,115,2.3637728663317148e-08
100,116,2.143205124482961e-08
100,117,1.8698614656642576e-08
100,118,1.7360641368924234e-08
100,119,1.55826396230907e-08
100,120,1.4066835252179999e-08
